N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor
557326,6/20/2021 9:50:00,14194,United Kingdom,205,"479,45"
C545824,3/7/2021 13:00:00,15241,United Kingdom,-3,"-17,85"
555863,6/7/2021 14:28:00,17026,United Kingdom,72,"121,68"
579873,11/30/2021 17:00:00,,United Kingdom,18,"0,00"
567425,9/20/2021 11:32:00,13767,United Kingdom,444,"1004,40"
545696,3/6/2021 14:21:00,15696,United Kingdom,112,"230,00"
537601,12/7/2020 12:43:00,17287,United Kingdom,62,"108,78"
C557664,6/21/2021 18:00:00,,EIRE,-2,"-18,70"
576655,11/16/2021 10:55:00,15687,United Kingdom,165,"470,33"
544471,2/21/2021 8:50:00,18094,United Kingdom,264,"504,72"
560274,7/17/2021 15:00:00,14895,United Kingdom,65,"91,73"
579528,11/30/2021 8:44:00,12787,Netherlands,51,"119,00"
540697,1/11/2021 9:20:00,16670,United Kingdom,188,"369,00"
574445,11/4/2021 11:41:00,15722,United Kingdom,393,"713,76"
559501,7/8/2021 14:45:00,,United Kingdom,10,"29,60"
C580714,12/5/2021 16:39:00,12479,Germany,-6,"-14,90"
551431,4/28/2021 15:06:00,,United Kingdom,-2,"0,00"
561249,7/26/2021 11:51:00,,United Kingdom,-4,"0,00"
572214,10/21/2021 12:50:00,16918,United Kingdom,18,"37,80"
C560045,7/14/2021 14:51:00,16779,United Kingdom,-4,"-9,95"
579751,11/30/2021 14:46:00,,United Kingdom,139,"1058,71"
574346,11/4/2021 10:23:00,17930,United Kingdom,252,"426,84"
568228,9/26/2021 11:02:00,15358,United Kingdom,503,"524,61"
569262,10/3/2021 11:36:00,14815,United Kingdom,460,"551,58"
563213,8/14/2021 12:55:00,16115,United Kingdom,207,"273,02"
539591,12/20/2020 13:24:00,14062,United Kingdom,48,"237,60"
549373,4/8/2021 11:28:00,,United Kingdom,-2,"0,00"
563750,8/19/2021 10:18:00,16122,United Kingdom,466,"300,42"
560032,7/14/2021 13:20:00,18283,United Kingdom,2,"2,50"
561492,7/27/2021 13:57:00,,United Kingdom,-1,"0,00"
573912,11/1/2021 15:48:00,17888,United Kingdom,30,"37,50"
580993,12/6/2021 17:12:00,13323,United Kingdom,64,"274,80"
568191,9/25/2021 14:37:00,16655,United Kingdom,768,"1042,31"
566402,9/12/2021 13:34:00,14997,United Kingdom,612,"278,40"
552508,5/9/2021 16:27:00,,United Kingdom,458,"1513,36"
551456,4/28/2021 16:03:00,,United Kingdom,-3,"0,00"
C543606,2/10/2021 14:13:00,14665,United Kingdom,-2,"-17,80"
572561,10/25/2021 8:51:00,13652,United Kingdom,288,"456,84"
570795,10/12/2021 12:16:00,17193,United Kingdom,48,"149,52"
548451,3/31/2021 11:25:00,17365,United Kingdom,785,"543,60"
C562797,8/9/2021 14:29:00,16672,United Kingdom,-1,"-8,50"
579768,11/30/2021 15:08:00,14911,EIRE,133,"482,96"
573361,10/30/2021 12:53:00,14456,United Kingdom,256,"240,55"
544447,2/20/2021 11:39:00,16466,United Kingdom,65,"111,67"
549426,4/8/2021 11:55:00,,United Kingdom,-201,"0,00"
571270,10/16/2021 12:09:00,12940,United Kingdom,316,"552,27"
C538898,12/15/2020 9:20:00,15078,United Kingdom,-1,"-10,75"
579432,11/29/2021 13:12:00,15311,United Kingdom,168,"282,18"
564228,8/24/2021 10:20:00,13743,United Kingdom,264,"116,88"
561815,7/29/2021 15:42:00,14083,United Kingdom,8,"41,60"
553747,5/19/2021 9:47:00,13627,United Kingdom,242,"294,73"
554603,5/25/2021 11:14:00,14593,United Kingdom,39,"219,77"
C551540,5/3/2021 8:47:00,14735,United Kingdom,-86,"-218,10"
537897,12/9/2020 10:37:00,12683,France,107,"213,88"
544036,2/15/2021 11:30:00,17315,United Kingdom,18,"188,70"
538724,12/14/2020 11:12:00,,United Kingdom,1,"2,95"
563574,8/17/2021 15:05:00,15827,United Kingdom,154,"222,45"
C578007,11/22/2021 12:40:00,16474,United Kingdom,-6,"-13,58"
C553531,5/17/2021 15:09:00,,United Kingdom,-7,"-289,48"
571697,10/18/2021 14:49:00,12759,Netherlands,272,"448,92"
548694,4/1/2021 17:28:00,,United Kingdom,10,"0,00"
558633,6/30/2021 19:13:00,16745,United Kingdom,174,"294,65"
561471,7/27/2021 13:14:00,14911,EIRE,602,"660,26"
C581568,12/9/2021 11:57:00,15311,United Kingdom,-5,"-54,75"
554508,5/24/2021 15:33:00,13213,United Kingdom,24,"94,80"
C549288,4/7/2021 18:06:00,14527,United Kingdom,-2,"-11,60"
575066,11/8/2021 12:42:00,13668,United Kingdom,106,"150,92"
574582,11/4/2021 17:46:00,,United Kingdom,-104,"0,00"
542619,1/30/2021 15:54:00,13869,United Kingdom,261,"574,19"
566393,9/12/2021 12:45:00,13269,United Kingdom,214,"362,18"
547406,3/23/2021 8:26:00,16948,United Kingdom,150,"170,94"
568171,9/25/2021 13:10:00,15312,United Kingdom,106,"130,05"
540033,1/4/2021 14:12:00,13680,United Kingdom,526,"871,48"
575178,11/9/2021 8:11:00,13798,United Kingdom,110,"345,80"
561883,7/31/2021 12:52:00,13388,United Kingdom,20,"55,80"
549331,4/8/2021 10:54:00,,United Kingdom,-22,"0,00"
575721,11/10/2021 18:19:00,,United Kingdom,-256,"0,00"
C550814,4/20/2021 16:41:00,16611,United Kingdom,-1,"-8,50"
544969,2/25/2021 11:32:00,15712,United Kingdom,109,"299,80"
559821,7/12/2021 17:09:00,16365,United Kingdom,25,"131,45"
579527,11/30/2021 8:43:00,18210,United Kingdom,270,"441,04"
562851,8/10/2021 10:09:00,13117,United Kingdom,92,"90,40"
551733,5/4/2021 10:15:00,13012,United Kingdom,146,"313,62"
551347,4/28/2021 9:20:00,15768,United Kingdom,101,"354,35"
548732,4/4/2021 10:16:00,16142,United Kingdom,422,"535,34"
580915,12/6/2021 13:45:00,17705,United Kingdom,74,"218,00"
578689,11/25/2021 9:31:00,15793,United Kingdom,177,"353,61"
556475,6/12/2021 12:03:00,18109,United Kingdom,497,"417,33"
578295,11/23/2021 14:39:00,12569,Germany,74,"204,30"
543594,2/10/2021 12:15:00,18093,United Kingdom,496,"852,92"
577181,11/18/2021 11:35:00,,United Kingdom,612,"1496,04"
556263,6/9/2021 18:41:00,13969,United Kingdom,242,"491,38"
573261,10/28/2021 12:32:00,17949,United Kingdom,1992,"1434,24"
568528,9/27/2021 13:32:00,13979,United Kingdom,639,"869,87"
549789,4/12/2021 12:00:00,17160,United Kingdom,569,"611,91"
579441,11/29/2021 13:33:00,12464,Belgium,21,"281,90"
568103,9/23/2021 15:45:00,12518,Germany,295,"524,90"
538864,12/14/2020 14:26:00,17739,United Kingdom,90,"360,06"
544886,2/24/2021 11:42:00,12582,Finland,141,"205,16"
571046,10/13/2021 13:35:00,18096,United Kingdom,520,"474,05"
537020,12/3/2020 15:43:00,,United Kingdom,-30,"0,00"
548711,4/3/2021 14:24:00,18116,United Kingdom,113,"201,01"
557514,6/20/2021 16:58:00,14667,United Kingdom,108,"173,42"
571115,10/13/2021 17:40:00,,United Kingdom,-73,"0,00"
575086,11/8/2021 13:52:00,16618,United Kingdom,592,"1206,30"
537006,12/3/2020 15:36:00,,United Kingdom,-130,"0,00"
551599,5/3/2021 11:34:00,15696,United Kingdom,87,"312,49"
575054,11/8/2021 12:18:00,16945,United Kingdom,164,"350,64"
542646,1/31/2021 11:42:00,17220,United Kingdom,142,"320,00"
577088,11/17/2021 15:59:00,15267,United Kingdom,96,"129,60"
560440,7/18/2021 16:36:00,,United Kingdom,-1,"0,00"
546318,3/11/2021 9:20:00,16013,United Kingdom,100,"255,00"
557262,6/19/2021 10:55:00,16923,United Kingdom,88,"174,53"
556503,6/13/2021 8:44:00,13517,United Kingdom,715,"1101,86"
574906,11/7/2021 15:30:00,,United Kingdom,-81,"0,00"
C550959,4/21/2021 16:38:00,15594,United Kingdom,-1,"-4,25"
542531,1/28/2021 13:08:00,,United Kingdom,-1,"0,00"
C559334,7/7/2021 15:50:00,16581,United Kingdom,-12,"-35,40"
555650,6/6/2021 13:48:00,14156,EIRE,404,"958,12"
C548352,3/30/2021 14:57:00,12921,United Kingdom,-1,"-6,75"
C552012,5/5/2021 17:29:00,13552,United Kingdom,-6,"-22,50"
570413,10/10/2021 13:13:00,17652,United Kingdom,130,"421,05"
567676,9/21/2021 15:54:00,15114,United Kingdom,249,"197,29"
563687,8/18/2021 12:32:00,,United Kingdom,4,"8,32"
567958,9/23/2021 9:00:00,12619,Germany,426,"473,12"
563555,8/17/2021 13:21:00,16755,United Kingdom,380,"588,36"
557975,6/24/2021 10:33:00,15981,United Kingdom,244,"438,80"
578928,11/27/2021 12:29:00,15443,United Kingdom,437,"687,86"
558201,6/27/2021 13:12:00,15838,United Kingdom,196,"318,20"
565319,9/2/2021 13:07:00,,United Kingdom,225,"0,00"
C562961,8/11/2021 10:24:00,14305,United Kingdom,-19,"-48,85"
561712,7/29/2021 11:49:00,14499,United Kingdom,118,"244,94"
570847,10/12/2021 14:42:00,17737,United Kingdom,57,"87,39"
537617,12/7/2020 13:45:00,16086,United Kingdom,76,"177,26"
536597,12/1/2020 17:35:00,18011,United Kingdom,71,"102,79"
536981,12/3/2020 14:26:00,14723,United Kingdom,39,"101,14"
580612,12/5/2021 11:58:00,,United Kingdom,852,"7000,88"
564904,8/31/2021 12:11:00,15984,United Kingdom,191,"383,40"
539308,12/16/2020 17:48:00,17412,United Kingdom,160,"250,46"
C541689,1/20/2021 16:16:00,13090,United Kingdom,-17,"-144,33"
563547,8/17/2021 12:29:00,,EIRE,252,"619,35"
576234,11/14/2021 13:27:00,,Hong Kong,1,"326,10"
557958,6/23/2021 19:27:00,16161,United Kingdom,166,"305,70"
578849,11/27/2021 10:39:00,13232,United Kingdom,52,"187,90"
573772,11/1/2021 10:16:00,17377,United Kingdom,81,"155,65"
C539003,12/15/2020 12:35:00,14527,United Kingdom,-1,"-26,93"
553339,5/16/2021 12:19:00,15125,United Kingdom,768,"1820,64"
543268,2/4/2021 17:24:00,,United Kingdom,3,"0,00"
539334,12/17/2020 10:12:00,12748,United Kingdom,10,"25,95"
575958,11/13/2021 12:23:00,15021,United Kingdom,10,"32,17"
550757,4/20/2021 12:08:00,,United Kingdom,-9,"0,00"
576664,11/16/2021 11:41:00,14646,Netherlands,147,"232,50"
543809,2/13/2021 13:52:00,17095,United Kingdom,91,"230,81"
544816,2/23/2021 16:41:00,13090,United Kingdom,192,"485,04"
580142,12/2/2021 9:23:00,14895,United Kingdom,22,"51,18"
538526,12/13/2020 9:49:00,13225,United Kingdom,864,"1206,72"
537129,12/5/2020 12:15:00,13506,United Kingdom,232,"301,12"
580728,12/5/2021 17:21:00,15145,United Kingdom,128,"158,36"
551004,4/26/2021 9:48:00,,United Kingdom,105,"652,05"
555579,6/5/2021 16:02:00,13983,United Kingdom,94,"125,19"
C547581,3/24/2021 10:58:00,12474,Germany,-4,"-18,90"
572566,10/25/2021 10:17:00,13050,United Kingdom,482,"306,17"
556521,6/13/2021 11:15:00,14573,United Kingdom,44,"116,76"
548768,4/4/2021 12:34:00,17886,United Kingdom,93,"223,19"
555156,6/1/2021 7:37:00,15643,United Kingdom,7,"39,45"
561467,7/27/2021 12:58:00,14040,United Kingdom,93,"151,95"
554640,5/25/2021 12:06:00,14680,United Kingdom,396,"1126,60"
550524,4/19/2021 10:08:00,16422,United Kingdom,264,"385,20"
554975,5/29/2021 10:40:00,17819,United Kingdom,314,"843,06"
553057,5/13/2021 10:41:00,16161,United Kingdom,207,"407,35"
536859,12/3/2020 10:43:00,12841,United Kingdom,186,"294,25"
564019,8/22/2021 11:54:00,13408,United Kingdom,264,"463,82"
563333,8/15/2021 13:09:00,15996,United Kingdom,27,"111,56"
558309,6/28/2021 11:03:00,,United Kingdom,-42,"0,00"
538007,12/9/2020 12:16:00,14355,United Kingdom,92,"174,40"
575164,11/8/2021 16:55:00,18216,United Kingdom,200,"481,75"
574269,11/3/2021 14:27:00,15570,United Kingdom,696,"958,82"
572461,10/24/2021 12:56:00,17344,United Kingdom,66,"160,57"
553003,5/12/2021 15:32:00,13263,United Kingdom,12,"7,80"
556578,6/13/2021 14:13:00,12472,Germany,791,"1266,66"
554631,5/25/2021 11:35:00,15882,United Kingdom,6,"9,90"
562420,8/4/2021 16:38:00,,United Kingdom,523,"1691,32"
558755,7/3/2021 12:21:00,14053,United Kingdom,115,"154,25"
542355,1/27/2021 12:23:00,14970,United Kingdom,50,"337,50"
562461,8/5/2021 11:19:00,16029,United Kingdom,157,"260,62"
562348,8/4/2021 12:36:00,17511,United Kingdom,3005,"5162,74"
576948,11/17/2021 11:45:00,14515,United Kingdom,217,"533,69"
560688,7/20/2021 11:54:00,16393,United Kingdom,89,"153,34"
571840,10/19/2021 12:16:00,13590,United Kingdom,404,"552,40"
547793,3/25/2021 12:10:00,14758,United Kingdom,158,"654,75"
544824,2/24/2021 9:32:00,17139,United Kingdom,894,"2639,38"
547925,3/28/2021 13:57:00,12481,Germany,425,"602,86"
566987,9/16/2021 10:56:00,12476,Germany,185,"533,60"
C549783,4/12/2021 11:50:00,16558,United Kingdom,-12,"-31,39"
546117,3/9/2021 13:56:00,16771,United Kingdom,353,"704,33"
575139,11/8/2021 15:26:00,16863,United Kingdom,304,"338,55"
544647,2/22/2021 12:13:00,14060,United Kingdom,474,"402,66"
559942,7/14/2021 10:21:00,17396,United Kingdom,258,"1037,10"
555545,6/5/2021 13:08:00,17735,United Kingdom,581,"873,85"
575713,11/10/2021 17:49:00,13817,Germany,148,"254,28"
546774,3/16/2021 15:45:00,14505,United Kingdom,309,"581,89"
554943,5/27/2021 14:10:00,13798,United Kingdom,258,"556,30"
581429,12/8/2021 15:41:00,16322,United Kingdom,111,"113,67"
556244,6/9/2021 16:08:00,15867,United Kingdom,86,"302,72"
579986,12/1/2021 11:18:00,13777,United Kingdom,1167,"2251,51"
540280,1/6/2021 12:37:00,12386,Australia,140,"143,00"
554354,5/24/2021 9:12:00,15987,United Kingdom,62,"39,90"
567879,9/22/2021 14:53:00,16161,United Kingdom,296,"534,28"
561485,7/27/2021 13:42:00,17841,United Kingdom,142,"252,22"
544158,2/16/2021 12:47:00,14944,United Kingdom,64,"132,60"
562732,8/9/2021 10:19:00,18248,United Kingdom,269,"307,56"
544101,2/16/2021 10:32:00,16378,United Kingdom,109,"142,85"
566566,9/13/2021 12:32:00,14096,United Kingdom,106,"433,93"
567113,9/16/2021 13:39:00,,United Kingdom,-29,"0,00"
580963,12/6/2021 14:49:00,14868,United Kingdom,145,"390,09"
578338,11/24/2021 9:07:00,,United Kingdom,1,"0,00"
C579496,11/29/2021 15:38:00,18161,United Kingdom,-2,"-5,90"
561870,7/31/2021 11:45:00,14911,EIRE,1410,"1056,11"
572893,10/26/2021 14:36:00,18059,United Kingdom,107,"95,78"
576176,11/14/2021 11:04:00,16936,United Kingdom,173,"262,68"
C553562,5/17/2021 17:26:00,13534,United Kingdom,-1,"-2,08"
568164,9/25/2021 12:39:00,14561,United Kingdom,639,"513,77"
570225,10/9/2021 13:15:00,16595,United Kingdom,335,"360,16"
562257,8/3/2021 15:14:00,17848,United Kingdom,88,"148,72"
572752,10/25/2021 17:22:00,17449,United Kingdom,58,"206,62"
571940,10/20/2021 9:57:00,15301,United Kingdom,450,"603,76"
551893,5/5/2021 10:07:00,17675,United Kingdom,222,"464,30"
558914,7/5/2021 9:32:00,,United Kingdom,11,"0,00"
543973,2/14/2021 15:15:00,17571,United Kingdom,178,"284,35"
C543772,2/11/2021 15:43:00,13534,United Kingdom,-1,"-0,85"
573183,10/28/2021 11:33:00,15028,United Kingdom,263,"307,71"
556829,6/15/2021 10:51:00,12809,Portugal,220,"489,31"
553657,5/18/2021 11:28:00,14583,United Kingdom,98,"174,51"
C560408,7/18/2021 14:24:00,13564,United Kingdom,-1,"-550,64"
542149,1/26/2021 10:17:00,17811,United Kingdom,120,"108,55"
561538,7/28/2021 9:58:00,,United Kingdom,-1,"0,00"
564868,8/31/2021 10:42:00,16842,United Kingdom,144,"397,24"
577303,11/18/2021 13:02:00,14390,United Kingdom,413,"974,81"
C575608,11/10/2021 12:38:00,16133,United Kingdom,-21,"-51,19"
544813,2/23/2021 16:23:00,15984,United Kingdom,43,"104,95"
552307,5/8/2021 15:20:00,12748,United Kingdom,20,"95,85"
543171,2/4/2021 9:10:00,,United Kingdom,1,"2,46"
572992,10/27/2021 10:57:00,12681,France,50,"121,92"
C554533,5/24/2021 17:33:00,16923,United Kingdom,-40,"-130,00"
567887,9/22/2021 15:28:00,15237,United Kingdom,185,"235,07"
570459,10/10/2021 15:42:00,15801,United Kingdom,466,"869,98"
571108,10/13/2021 16:24:00,14555,United Kingdom,32,"126,20"
566312,9/12/2021 9:43:00,16150,United Kingdom,164,"339,83"
549597,4/11/2021 11:23:00,16133,United Kingdom,146,"403,34"
539032,12/15/2020 14:25:00,18050,United Kingdom,40,"74,40"
C541885,1/24/2021 11:14:00,16782,United Kingdom,-1,"-2,95"
538198,12/10/2020 11:01:00,17827,United Kingdom,659,"919,80"
570722,10/12/2021 11:08:00,14642,United Kingdom,76,"96,12"
551965,5/5/2021 13:13:00,,United Kingdom,1,"0,00"
560263,7/17/2021 13:41:00,16342,United Kingdom,76,"89,26"
550478,4/18/2021 14:01:00,15755,United Kingdom,157,"306,05"
538656,12/13/2020 15:20:00,17371,United Kingdom,40,"97,63"
569918,10/6/2021 17:03:00,15766,United Kingdom,170,"315,06"
C538115,12/9/2020 15:30:00,16817,United Kingdom,-34,"-42,50"
571670,10/18/2021 13:12:00,12611,Italy,846,"1193,32"
577777,11/21/2021 16:06:00,,United Kingdom,4,"8,73"
541431,1/18/2021 10:01:00,12346,United Kingdom,74215,"77183,60"
578921,11/27/2021 11:57:00,13596,United Kingdom,214,"411,60"
578926,11/27/2021 12:24:00,18156,United Kingdom,228,"528,71"
547876,3/27/2021 15:41:00,16638,United Kingdom,38,"254,00"
544568,2/21/2021 12:54:00,15065,United Kingdom,548,"773,66"
561683,7/28/2021 19:34:00,15518,United Kingdom,1,"1,95"
563368,8/16/2021 9:00:00,13995,United Kingdom,84,"153,20"
577971,11/22/2021 12:12:00,,United Kingdom,1,"0,00"
540501,1/9/2021 10:43:00,13162,United Kingdom,942,"753,26"
C567155,9/16/2021 16:52:00,17728,United Kingdom,-1,"-345,03"
C579876,11/30/2021 17:02:00,18059,United Kingdom,-5,"-9,75"
558891,7/4/2021 15:38:00,16861,United Kingdom,24,"70,80"
567683,9/21/2021 16:31:00,13704,United Kingdom,150,"269,16"
540795,1/11/2021 12:00:00,13078,United Kingdom,92,"355,80"
546380,3/11/2021 12:26:00,12748,United Kingdom,6,"13,00"
556087,6/8/2021 15:24:00,,United Kingdom,54,"480,21"
575901,11/11/2021 15:19:00,,United Kingdom,1,"1,69"
578316,11/23/2021 16:43:00,14189,United Kingdom,241,"302,44"
558902,7/4/2021 16:08:00,13001,United Kingdom,395,"770,07"
538156,12/9/2020 16:53:00,15555,United Kingdom,202,"620,35"
572542,10/24/2021 16:20:00,17272,United Kingdom,569,"698,39"
571008,10/13/2021 12:07:00,17063,United Kingdom,12,"35,40"
546375,3/11/2021 12:07:00,,United Kingdom,48,"0,00"
545566,3/3/2021 16:14:00,,United Kingdom,-9,"0,00"
548212,3/30/2021 9:12:00,12456,Switzerland,445,"940,17"
552260,5/8/2021 11:21:00,17002,United Kingdom,156,"480,46"
559106,7/6/2021 11:10:00,15889,United Kingdom,66,"148,95"
579027,11/28/2021 10:20:00,14102,United Kingdom,223,"295,43"
577107,11/17/2021 17:30:00,16558,United Kingdom,348,"851,06"
547520,3/23/2021 14:55:00,12564,France,133,"456,90"
C540346,1/6/2021 13:41:00,12471,Germany,-4,"-6,60"
548309,3/30/2021 12:02:00,16657,United Kingdom,463,"242,55"
537441,12/6/2020 17:26:00,13564,United Kingdom,256,"540,00"
551727,5/4/2021 8:40:00,14245,United Kingdom,345,"688,35"
C558329,6/28/2021 12:09:00,17900,United Kingdom,-24,"-32,40"
560042,7/14/2021 14:46:00,17068,United Kingdom,88,"170,45"
574325,11/4/2021 8:12:00,16839,United Kingdom,260,"466,84"
574868,11/7/2021 12:41:00,13824,United Kingdom,108,"269,10"
549000,4/5/2021 14:35:00,,United Kingdom,-45,"0,00"
C568237,9/26/2021 11:59:00,13481,United Kingdom,-12,"-15,00"
573509,10/31/2021 12:21:00,16169,United Kingdom,256,"317,34"
554832,5/26/2021 15:30:00,16092,United Kingdom,234,"282,86"
539992,12/23/2020 17:41:00,,United Kingdom,3,"7,10"
563951,8/22/2021 10:42:00,16839,United Kingdom,154,"531,80"
561033,7/24/2021 11:40:00,14443,United Kingdom,319,"383,12"
545856,3/7/2021 13:54:00,16225,United Kingdom,24,"89,70"
569671,10/5/2021 13:54:00,16020,United Kingdom,290,"518,80"
544398,2/18/2021 12:27:00,15311,United Kingdom,321,"518,20"
545589,3/4/2021 10:21:00,17001,United Kingdom,178,"333,20"
C577389,11/18/2021 16:59:00,13381,United Kingdom,-2,"-12,50"
562973,8/11/2021 11:42:00,14911,EIRE,1112,"1234,00"
572986,10/27/2021 10:51:00,12681,France,300,"490,19"
560571,7/19/2021 14:29:00,17735,United Kingdom,464,"729,07"
545549,3/3/2021 15:10:00,,United Kingdom,-61,"0,00"
569230,10/2/2021 15:07:00,16533,United Kingdom,162,"376,97"
573532,10/31/2021 12:45:00,13145,United Kingdom,24,"118,80"
577010,11/17/2021 12:11:00,15506,United Kingdom,475,"464,85"
C550009,4/14/2021 10:24:00,16422,United Kingdom,-1,"-57,60"
568881,9/29/2021 12:39:00,13960,United Kingdom,40,"128,10"
558760,7/3/2021 12:38:00,16918,United Kingdom,158,"247,25"
575179,11/9/2021 8:11:00,14284,United Kingdom,91,"343,15"
557782,6/22/2021 15:41:00,14640,United Kingdom,112,"406,30"
573911,11/1/2021 15:40:00,17315,United Kingdom,120,"186,05"
C565581,9/5/2021 12:37:00,14565,United Kingdom,-3,"-14,85"
541880,1/24/2021 10:38:00,13819,United Kingdom,546,"408,30"
569679,10/5/2021 14:19:00,16160,United Kingdom,150,"223,50"
C551140,4/26/2021 13:11:00,17613,United Kingdom,-1,"-7,95"
551280,4/27/2021 13:31:00,16016,United Kingdom,18,"89,10"
581004,12/7/2021 8:41:00,16539,United Kingdom,56,"335,20"
569240,10/3/2021 9:30:00,18059,United Kingdom,104,"124,08"
553220,5/16/2021 9:57:00,13319,United Kingdom,292,"732,92"
553927,5/20/2021 9:56:00,17381,United Kingdom,1084,"784,92"
555725,6/6/2021 16:23:00,15737,United Kingdom,4,"34,00"
565087,9/1/2021 10:03:00,13276,United Kingdom,20,"137,38"
555634,6/6/2021 12:29:00,13319,United Kingdom,88,"210,06"
572615,10/25/2021 11:39:00,,United Kingdom,-5,"0,00"
565431,9/4/2021 13:15:00,14965,United Kingdom,353,"474,50"
540466,1/7/2021 13:34:00,15649,United Kingdom,72,"306,00"
558372,6/28/2021 15:47:00,16200,United Kingdom,231,"550,57"
545859,3/7/2021 14:10:00,15498,United Kingdom,276,"593,92"
C559952,7/14/2021 10:57:00,17696,United Kingdom,-15,"-45,31"
544699,2/23/2021 9:54:00,17949,United Kingdom,240,"172,80"
568567,9/27/2021 18:41:00,,United Kingdom,1223,"1978,27"
557632,6/21/2021 15:07:00,17420,United Kingdom,116,"260,66"
C572485,10/24/2021 13:50:00,14952,United Kingdom,-4,"-31,10"
567300,9/19/2021 12:36:00,12724,France,192,"542,81"
C564759,8/30/2021 10:40:00,14911,EIRE,-4,"-18,50"
566321,9/12/2021 11:44:00,17961,United Kingdom,1,"5,95"
565080,9/1/2021 8:25:00,13509,United Kingdom,32,"40,00"
572078,10/20/2021 14:10:00,15807,United Kingdom,2,"16,50"
553885,5/19/2021 15:41:00,12601,Germany,35,"140,60"
C571264,10/16/2021 11:07:00,17769,United Kingdom,-2,"-24,90"
C581229,12/8/2021 10:14:00,12558,USA,-196,"-269,96"
578152,11/23/2021 11:21:00,16954,United Kingdom,12,"131,40"
543751,2/11/2021 14:00:00,,United Kingdom,2,"11,20"
578325,11/23/2021 17:43:00,16343,United Kingdom,93,"178,47"
553349,5/16/2021 13:31:00,,United Kingdom,1,"0,00"
541010,1/13/2021 11:05:00,14114,United Kingdom,89,"195,13"
567487,9/20/2021 13:53:00,17340,United Kingdom,24,"49,92"
542510,1/28/2021 12:07:00,,United Kingdom,2,"0,00"
C536391,12/1/2020 10:24:00,17548,United Kingdom,-132,"-141,48"
568955,9/29/2021 15:40:00,13759,United Kingdom,267,"560,41"
C560430,7/18/2021 15:21:00,13154,United Kingdom,-1,"-611,86"
581165,12/7/2021 14:39:00,15701,United Kingdom,264,"318,94"
541811,1/21/2021 15:01:00,,United Kingdom,106,"672,86"
567426,9/20/2021 11:33:00,13767,United Kingdom,70,"242,10"
539297,12/16/2020 17:20:00,17691,United Kingdom,76,"147,90"
C542721,1/31/2021 14:37:00,14502,United Kingdom,-2,"-8,70"
558623,6/30/2021 16:52:00,12395,Belgium,103,"163,90"
536786,12/2/2020 15:23:00,15061,United Kingdom,144,"324,00"
543040,2/2/2021 17:06:00,17337,United Kingdom,703,"1026,72"
575326,11/9/2021 13:47:00,12532,France,153,"349,83"
552333,5/9/2021 10:38:00,15039,United Kingdom,221,"553,35"
565186,9/1/2021 15:56:00,17220,United Kingdom,135,"111,03"
C564812,8/30/2021 11:45:00,14527,United Kingdom,-4,"-54,80"
550999,4/26/2021 9:12:00,17670,United Kingdom,110,"205,70"
569253,10/3/2021 10:55:00,13635,United Kingdom,677,"1071,03"
544791,2/23/2021 12:33:00,14289,United Kingdom,148,"322,24"
576632,11/16/2021 8:55:00,,United Kingdom,10,"0,00"
568350,9/26/2021 15:35:00,12612,Germany,262,"704,04"
536801,12/2/2020 16:12:00,,United Kingdom,134,"252,30"
572739,10/25/2021 15:44:00,,United Kingdom,16,"0,00"
C557300,6/19/2021 14:05:00,12421,Spain,-1,"-0,77"
560976,7/22/2021 12:08:00,18146,United Kingdom,126,"83,70"
574576,11/4/2021 17:07:00,14971,United Kingdom,6,"8,70"
565460,9/5/2021 9:24:00,16843,United Kingdom,2300,"1414,64"
558437,6/29/2021 12:46:00,17799,United Kingdom,112,"175,89"
537681,12/8/2020 10:11:00,13329,United Kingdom,175,"304,20"
548705,4/3/2021 11:47:00,17381,United Kingdom,444,"189,12"
550957,4/21/2021 16:37:00,18283,United Kingdom,87,"117,68"
544395,2/18/2021 12:13:00,13397,United Kingdom,103,"301,85"
539118,12/16/2020 11:27:00,15563,United Kingdom,315,"270,19"
552309,5/8/2021 15:22:00,13835,United Kingdom,157,"328,45"
C579366,11/29/2021 11:56:00,14205,United Kingdom,-1,"-9,72"
560646,7/20/2021 11:28:00,18102,United Kingdom,581,"2365,91"
580382,12/2/2021 17:59:00,,United Kingdom,-900,"0,00"
573775,11/1/2021 10:30:00,13881,United Kingdom,726,"949,50"
561089,7/25/2021 9:50:00,17579,United Kingdom,39,"106,45"
C572119,10/20/2021 19:23:00,15598,United Kingdom,-2,"-2,50"
578441,11/24/2021 12:24:00,17133,United Kingdom,103,"285,35"
546837,3/17/2021 12:37:00,13650,United Kingdom,134,"372,12"
548173,3/29/2021 14:17:00,,United Kingdom,-3,"0,00"
561800,7/29/2021 14:13:00,13975,United Kingdom,74,"151,76"
576867,11/16/2021 16:18:00,13012,United Kingdom,122,"285,30"
574919,11/7/2021 16:33:00,16241,United Kingdom,52,"102,30"
567911,9/22/2021 17:00:00,14854,United Kingdom,391,"458,20"
554082,5/22/2021 11:49:00,14878,United Kingdom,151,"219,96"
573327,10/30/2021 11:09:00,15298,United Kingdom,6,"12,48"
545032,2/25/2021 15:37:00,14051,United Kingdom,100,"476,80"
539009,12/15/2020 13:24:00,13221,United Kingdom,153,"498,16"
